Nama_Hotel,Top_Positif_Phrase,Bobot_Pos,Top_Negatif_Phrase,Bobot_Neg
Inter Continental Bali Resort-Bali,makan siang,0.5934,buruk terutama,-0.5772
Inter Continental Bali Resort-Bali,pantai indah,0.5905,pernah menginap,-0.556
Inter Continental Bali Resort-Bali,makanan luar,0.542,terlalu mahal,-0.5421
Inter Continental Bali Resort-Bali,dayu eka,0.5165,tidak berfungsi,-0.5131
Inter Continental Bali Sanur Resort-Bali (1),terima kasih,0.8691,tidak pernah,-0.9531
Inter Continental Bali Sanur Resort-Bali (1),lokasi bagus,0.7221,saat malam,-0.939
Inter Continental Bali Sanur Resort-Bali (1),layanan baik,0.6745,tidak tersedia,-0.8657
Inter Continental Bali Sanur Resort-Bali (1),tepi pantai,0.655,hari pertama,-0.8645
Inter Continental Bali Sanur Resort-Bali (1),balkon besar,0.615,dua kali,-0.836
Inter Continental Bali Sanur Resort-Bali (1),pemandangan indah,0.5194,tidak begitu,-0.8063
Inter Continental Bali Sanur Resort-Bali (1),sanur bali,0.4939,tidak sesuai,-0.787
Inter Continental Bali Sanur Resort-Bali (1),staf bagus,0.479,pengalaman tidak,-0.7813
Inter Continental Bali Sanur Resort-Bali (1),tepat pantai,0.4771,sampai jam,-0.7453
Inter Continental Bali Sanur Resort-Bali (1),makanan baik,0.473,tidak dapat,-0.7325
Inter Continental Dago Pakar-Bandung,staf ramah,1.268,bintang lima,-1.1207
Inter Continental Dago Pakar-Bandung,terima kasih,1.2428,mereka tidak,-0.9663
Inter Continental Dago Pakar-Bandung,makanan enak,1.2228,ramah sama,-0.9539
Inter Continental Dago Pakar-Bandung,ramah ramah,0.9308,sekelas bintang,-0.9158
Inter Continental Dago Pakar-Bandung,fasilitas lengkap,0.9283,jam sore,-0.9151
Inter Continental Dago Pakar-Bandung,bagus pemandangan,0.9034,mandinya bau,-0.8951
Inter Continental Dago Pakar-Bandung,enak semua,0.8861,tidak ramah,-0.8807
Inter Continental Dago Pakar-Bandung,kota bandung,0.8623,pengalaman buruk,-0.8723
Inter Continental Dago Pakar-Bandung,pengalaman terbaik,0.826,pelayanan resepsionis,-0.8584
Inter Continental Dago Pakar-Bandung,pelayanan ramah,0.821,tahu bagaimana,-0.8067
Inter Continental Jakarta Pondok Indah-Jakarta,kolam renang,1.0822,tempat parkir,-1.5312
Inter Continental Jakarta Pondok Indah-Jakarta,staf ramah,1.0263,tidak ramah,-1.3753
Inter Continental Jakarta Pondok Indah-Jakarta,tinggal sini,0.995,pimpinan security,-1.2862
Inter Continental Jakarta Pondok Indah-Jakarta,sugar spice,0.9177,kurang ramah,-1.0501
Inter Continental Jakarta Pondok Indah-Jakarta,makanan enak,0.8433,susah sinyal,-1.0129
Inter Continental Jakarta Pondok Indah-Jakarta,pondok indah,0.8315,room service,-0.914
Inter Continental Jakarta Pondok Indah-Jakarta,fasilitas lengkap,0.7984,parkir motor,-0.9104
Inter Continental Jakarta Pondok Indah-Jakarta,mas rizal,0.7498,pelayanannya buruk,-0.8754
Inter Continental Jakarta Pondok Indah-Jakarta,jakarta selatan,0.7167,ga nyaman,-0.8732
Inter Continental Jakarta Pondok Indah-Jakarta,terima kasih,0.711,beberapa orang,-0.8622
Inter Continental Residence Jakarta Pondok Indah-Jakarta,kolam renang,1.0757,tempat parkir,-1.512
Inter Continental Residence Jakarta Pondok Indah-Jakarta,tinggal sini,1.0595,tidak ramah,-1.4069
Inter Continental Residence Jakarta Pondok Indah-Jakarta,staf ramah,1.0112,pimpinan security,-1.314
Inter Continental Residence Jakarta Pondok Indah-Jakarta,sugar spice,0.9493,kurang ramah,-1.0537
Inter Continental Residence Jakarta Pondok Indah-Jakarta,jakarta selatan,0.8325,susah sinyal,-1.0233
Inter Continental Residence Jakarta Pondok Indah-Jakarta,pondok indah,0.8222,ga nyaman,-0.945
Inter Continental Residence Jakarta Pondok Indah-Jakarta,makanan enak,0.8201,parkir motor,-0.9407
Inter Continental Residence Jakarta Pondok Indah-Jakarta,fasilitas lengkap,0.7917,pelayanannya buruk,-0.8839
Inter Continental Residence Jakarta Pondok Indah-Jakarta,mas rizal,0.7491,room service,-0.8656
Inter Continental Residence Jakarta Pondok Indah-Jakarta,terima kasih,0.7366,parkiran basement,-0.8563
JW Marriot Hotel Jakarta,pelayanan ramah,1.3309,tempat parkir,-1.3027
JW Marriot Hotel Jakarta,lokasi strategis,1.3039,mereka tidak,-1.237
JW Marriot Hotel Jakarta,tempat bagus,1.1628,tidak ramah,-1.2053
JW Marriot Hotel Jakarta,fasilitas lengkap,1.1499,tidak bagus,-1.1099
JW Marriot Hotel Jakarta,tempat nyaman,1.0787,ukuran bintang,-1.0764
JW Marriot Hotel Jakarta,pelayanan baik,1.0689,tidak dapat,-0.957
JW Marriot Hotel Jakarta,bersih nyaman,0.9867,kualitas makanan,-0.9557
JW Marriot Hotel Jakarta,terima kasih,0.9177,apa pun,-0.9017
JW Marriot Hotel Jakarta,hotelnya bagus,0.8507,tidak enak,-0.8902
JW Marriot Hotel Jakarta,menginap disini,0.8471,tidak nyaman,-0.8417
JW Marriot Hotel Surabaya,terima kasih,1.3533,tidak nyaman,-1.426
JW Marriot Hotel Surabaya,lokasi strategis,1.198,tempat parkir,-1.2273
JW Marriot Hotel Surabaya,kolam renang,1.1816,mereka tidak,-1.0358
JW Marriot Hotel Surabaya,staff ramah,1.1095,tidak ramah,-0.9887
JW Marriot Hotel Surabaya,banyak pilihan,0.9818,tidak sama,-0.9676
JW Marriot Hotel Surabaya,bersih nyaman,0.9604,para tamu,-0.9659
JW Marriot Hotel Surabaya,makanan enak,0.9044,pengalaman buruk,-0.9314
JW Marriot Hotel Surabaya,tunjungan plaza,0.8826,tidak memperhatikan,-0.8591
JW Marriot Hotel Surabaya,parkir luas,0.8311,tidak pernah,-0.845
JW Marriot Hotel Surabaya,bagus bersih,0.8275,tidak tahu,-0.8307
JW Marriot Medan,kota medan,1.34,pelayanan buruk,-1.2047
JW Marriot Medan,makanan enak,1.2974,pelayanannya buruk,-1.0054
JW Marriot Medan,kamarnya nyaman,1.2089,menginap jw marriott,-0.969
JW Marriot Medan,terbaik medan,1.1677,layanan buruk,-0.9371
JW Marriot Medan,bersih nyaman,1.1466,tidak ramah,-0.9205
JW Marriot Medan,kembali lagi,1.103,kurang nyaman,-0.9018
JW Marriot Medan,menginap disini,1.0845,pintu masuk,-0.8974
JW Marriot Medan,jika anda,1.0056,sampe jam,-0.8912
JW Marriot Medan,layanan baik,0.9906,fasilitas tidak,-0.8911
JW Marriot Medan,terima kasih,0.9895,tidak nyaman,-0.8881
Movenpick Hoteljakarta City Centre,makanannya enak,1.1155,tidak sesuai,-1.3833
Movenpick Hoteljakarta City Centre,terima kasih,1.0765,makanan kurang,-1.3589
Movenpick Hoteljakarta City Centre,lokasi strategis,0.8937,tempat parkir,-1.166
Movenpick Hoteljakarta City Centre,makanan enak,0.8458,kurang dingin,-1.1438
Movenpick Hoteljakarta City Centre,staf ramah,0.7377,tanggal november,-0.9505
Movenpick Hoteljakarta City Centre,pelayanan ramah,0.6772,air mineral,-0.9058
Movenpick Hoteljakarta City Centre,bersih nyaman,0.6712,hal sama,-0.7261
Movenpick Hoteljakarta City Centre,pusat kota,0.6696,tidak profesional,-0.7087
Movenpick Hoteljakarta City Centre,staff ramah,0.6493,lokasinya tidak,-0.6466
Movenpick Hoteljakarta City Centre,salah satu,0.6199,luar nyaman,-0.6402
Pullman Bali Legian Beach (1),terima kasih,1.582,tidak ramah,-1.3157
Pullman Bali Legian Beach (1),ramah membantu,1.1825,kurang bersih,-1.1772
Pullman Bali Legian Beach (1),layanan luar,0.891,tidak berfungsi,-1.0884
Pullman Bali Legian Beach (1),lokasi bagus,0.8712,tidak nyaman,-1.0621
Pullman Bali Legian Beach (1),makanan enak,0.7982,pelayanan buruk,-1.023
Pullman Bali Legian Beach (1),layanan terbaik,0.7977,tidak terawat,-1.0212
Pullman Bali Legian Beach (1),staff ramah,0.7919,tidak sesuai,-0.9167
Pullman Bali Legian Beach (1),selama malam,0.7892,tidak direkomendasikan,-0.9099
Pullman Bali Legian Beach (1),tinggal pullman,0.7798,mereka tidak,-0.8704
Pullman Bali Legian Beach (1),datang sini,0.7775,tidak kembali,-0.8562
Pullman Bandung Grand Central,gedung sate,1.1292,tidak menyenangkan,-1.3366
Pullman Bandung Grand Central,staff ramah,0.9878,tidak ramah,-1.3035
Pullman Bandung Grand Central,terima kasih,0.9469,harus menunggu,-1.169
Pullman Bandung Grand Central,mba naisya,0.8871,pengalaman buruk,-1.048
Pullman Bandung Grand Central,makanannya enak,0.8687,buruk tidak,-1.0265
Pullman Bandung Grand Central,kids club,0.8482,terburuk pernah,-1.0013
Pullman Bandung Grand Central,makanan enak,0.836,pelayanan buruk,-0.99
Pullman Bandung Grand Central,hotelnya bagus,0.8146,makan malam,-0.9752
Pullman Bandung Grand Central,terimakasih mas,0.8081,tidak sopan,-0.966
Pullman Bandung Grand Central,layanan baik,0.8046,lain kali,-0.9636
Pullman Jakarta Central Park,terima kasih,1.2238,tidak nyaman,-1.2895
Pullman Jakarta Central Park,lokasi strategis,0.4791,ga jelas,-1.1633
Pullman Jakarta Central Park,makanan enak,0.4105,lalu lintas,-1.0644
Pullman Jakarta Central Park,tinggal sini,0.3601,tempat tidur,-1.0574
Pullman Jakarta Central Park,staf ramah,0.3442,orang lain,-1.0333
Pullman Jakarta Central Park,banyak pilihan,0.3343,tolong cek,-1.0192
Pullman Jakarta Central Park,bersih nyaman,0.3214,tempat duduk,-0.9974
Pullman Jakarta Central Park,layanan baik,0.3147,jam sore,-0.9376
Pullman Jakarta Central Park,mas devano,0.3066,memang tidak,-0.8772
Pullman Jakarta Central Park,ramah membantu,0.2981,menginap malam,-0.8028
Pullman Jakarta Indonesia Thamrin CBD,pak pur,1.6499,tidak ramah,-1.3309
Pullman Jakarta Indonesia Thamrin CBD,lokasi strategis,1.1081,tidak berfungsi,-1.2282
Pullman Jakarta Indonesia Thamrin CBD,makanannya enak,0.9979,membutuhkan banyak,-1.074
Pullman Jakarta Indonesia Thamrin CBD,pelayanannya ramah,0.8675,mereka tidak,-1.0373
Pullman Jakarta Indonesia Thamrin CBD,layanan baik,0.867,lama datang,-0.8591
Pullman Jakarta Indonesia Thamrin CBD,ramah baik,0.8609,proses checkin,-0.8426
Pullman Jakarta Indonesia Thamrin CBD,pelayanan baik,0.8532,tp tdk,-0.8183
Pullman Jakarta Indonesia Thamrin CBD,ramah membantu,0.8382,apa pun,-0.8138
Pullman Jakarta Indonesia Thamrin CBD,pak cahyo,0.8348,kurang bagus,-0.791
Pullman Jakarta Indonesia Thamrin CBD,pelayanan ramah,0.8223,tempat parkir,-0.7517
Pullman Lombok Merujani Mandalika Beach Resort,kolam renang,1.0906,tidak tersedia,-1.0789
Pullman Lombok Merujani Mandalika Beach Resort,makanan enak,0.6057,lima bintang,-0.94
Pullman Lombok Merujani Mandalika Beach Resort,pengalaman luar,0.5841,apa kau,-0.9116
Pullman Lombok Merujani Mandalika Beach Resort,pelayanan baik,0.5541,makan siang,-0.8144
Pullman Lombok Merujani Mandalika Beach Resort,terima kasih,0.4745,kartu kredit,-0.7839
Pullman Lombok Merujani Mandalika Beach Resort,pullman mandalika,0.4468,para staf,-0.7763
Pullman Lombok Merujani Mandalika Beach Resort,staff ramah,0.4404,tidak menyenangkan,-0.7703
Pullman Lombok Merujani Mandalika Beach Resort,menginap pullman,0.4163,ketika tiba,-0.7701
Pullman Lombok Merujani Mandalika Beach Resort,kuta lombok,0.3796,bahasa inggris,-0.743
Pullman Lombok Merujani Mandalika Beach Resort,makanannya enak,0.378,hal mengganggu,-0.7046
Raffles Jakarta,raffles jakarta,1.1997,tidak ramah,-1.2786
Raffles Jakarta,terima kasih,1.0252,mahal makanan,-0.9209
Raffles Jakarta,staf ramah,1.0219,hanya orang,-0.9131
Raffles Jakarta,lokasi strategis,1.0184,pinggir jalan,-0.9087
Raffles Jakarta,makanannya enak,0.9456,sekelas raffles,-0.8976
Raffles Jakarta,makan malam,0.8507,sama tidak,-0.8453
Raffles Jakarta,layanan luar,0.8158,tidak tidur,-0.8174
Raffles Jakarta,pelayanan baik,0.7869,utk orang,-0.81
Raffles Jakarta,ruangan luas,0.7803,parkir buat,-0.8031
Raffles Jakarta,hotelnya bagus,0.7649,hampir jam,-0.7764
Rafflessbali (1),raffles bali,0.3334,sebagai tamu,-0.949
Rafflessbali (1),harus mencoba,0.2564,properti pribadi,-0.854
Rafflessbali (1),tak terlupakan,0.2272,mereka memeriksa,-0.8218
Rafflessbali (1),kolam renang,0.2237,pengalaman tidak,-0.7792
Rafflessbali (1),pemandangan bagus,0.2067,tahun depan,-0.7775
Rafflessbali (1),terima kasih,0.189,pengalaman menjadi,-0.7745
Rafflessbali (1),tinggal raffles,0.1883,tidak dapat,-0.7744
Rafflessbali (1),tempat luar,0.1733,oleh staf,-0.7348
Rafflessbali (1),tidak pernah,0.1651,mereka bahkan,-0.6325
Rafflessbali (1),tempat indah,0.1616,tidak melakukan,-0.6199
Sheraton Grand Jakarta Gandaria City Hotel,makanan enak,1.2842,tidak ramah,-1.076
Sheraton Grand Jakarta Gandaria City Hotel,gandaria city,1.1318,tidak apaapa,-1.0677
Sheraton Grand Jakarta Gandaria City Hotel,lokasi strategis,1.1167,apa pun,-0.9562
Sheraton Grand Jakarta Gandaria City Hotel,terima kasih,1.1089,menginap sini,-0.9119
Sheraton Grand Jakarta Gandaria City Hotel,kolam renang,0.9617,cari parkir,-0.9068
Sheraton Grand Jakarta Gandaria City Hotel,makanannya enak,0.9385,masih banyak,-0.8791
Sheraton Grand Jakarta Gandaria City Hotel,mall gandaria,0.8958,anda tidak,-0.8787
Sheraton Grand Jakarta Gandaria City Hotel,fasilitas lengkap,0.8832,tidak sesuai,-0.8754
Sheraton Grand Jakarta Gandaria City Hotel,tempat tidur,0.8332,buruk tidak,-0.8593
Sheraton Grand Jakarta Gandaria City Hotel,tinggal sini,0.7945,gelas kotor,-0.8097
Sofitel Bali Nusa Dua Beach Resort,terima kasih,1.2419,bahkan tidak,-1.3733
Sofitel Bali Nusa Dua Beach Resort,penuh perhatian,1.0883,tidak ramah,-1.1334
Sofitel Bali Nusa Dua Beach Resort,semua staf,1.0089,mereka tidak,-1.0999
Sofitel Bali Nusa Dua Beach Resort,tinggal sofitel,0.9691,hari terakhir,-1.0991
Sofitel Bali Nusa Dua Beach Resort,banyak pilihan,0.929,pengalaman buruk,-1.0427
Sofitel Bali Nusa Dua Beach Resort,memiliki waktu,0.9123,kurang ramah,-0.9593
Sofitel Bali Nusa Dua Beach Resort,tempat indah,0.9082,tidak memiliki,-0.9193
Sofitel Bali Nusa Dua Beach Resort,staf ramah,0.89,tidak seperti,-0.9024
Sofitel Bali Nusa Dua Beach Resort,ulang tahun,0.8824,resor bintang,-0.9005
Sofitel Bali Nusa Dua Beach Resort,membuat merasa,0.8752,tidak sopan,-0.8988
Swissotel Jakarta PIK Avenue,tempat bagus,0.9559,parkir mobil,-1.0632
Swissotel Jakarta PIK Avenue,makanannya enak,0.9077,beberapa kali,-1.0221
Swissotel Jakarta PIK Avenue,staff ramah,0.8868,kotor tidak,-1.0023
Swissotel Jakarta PIK Avenue,makanan enak,0.886,saat check,-0.9983
Swissotel Jakarta PIK Avenue,bersih nyaman,0.8562,jam sore,-0.9745
Swissotel Jakarta PIK Avenue,lokasi strategis,0.8389,kurang ramah,-0.9139
Swissotel Jakarta PIK Avenue,fasilitas lengkap,0.8216,ocean view,-0.8726
Swissotel Jakarta PIK Avenue,swissotel pik,0.8039,pelayanan buruk,-0.8669
Swissotel Jakarta PIK Avenue,staf ramah,0.7825,kurang baik,-0.8495
Swissotel Jakarta PIK Avenue,pik avenue,0.7551,tidak baik,-0.8215
"The Hermitage A Tribute Portfolio Hotel,Jakarta",makanannya enak,1.09,parkir motor,-1.0396
"The Hermitage A Tribute Portfolio Hotel,Jakarta",salah satu,0.9173,tetapi tidak,-1.0241
"The Hermitage A Tribute Portfolio Hotel,Jakarta",kota jakarta,0.7963,kurang ramah,-1.0162
"The Hermitage A Tribute Portfolio Hotel,Jakarta",terasa seperti,0.7921,tidak bekerja,-1.0073
"The Hermitage A Tribute Portfolio Hotel,Jakarta",gaya kolonial,0.7189,tidak layak,-0.859
"The Hermitage A Tribute Portfolio Hotel,Jakarta",pusat kota,0.6946,tidak berfungsi,-0.8349
"The Hermitage A Tribute Portfolio Hotel,Jakarta",kolam renang,0.6653,terawat baik,-0.8279
"The Hermitage A Tribute Portfolio Hotel,Jakarta",makan malam,0.6596,susah parkir,-0.822
"The Hermitage A Tribute Portfolio Hotel,Jakarta",makanan enak,0.6518,bahkan tidak,-0.7686
"The Hermitage A Tribute Portfolio Hotel,Jakarta",makanan lezat,0.6517,dua juta,-0.7637
The St.Regis Jakarta,terima kasih,1.2615,tidak ramah,-1.7548
The St.Regis Jakarta,layanan baik,0.8085,bahkan tidak,-1.1545
The St.Regis Jakarta,kolam renang,0.7903,terlalu ribet,-1.0787
The St.Regis Jakarta,layanan luar,0.7774,toilet parkiran,-1.0476
The St.Regis Jakarta,staff ramah,0.7587,kurang baik,-0.9215
The St.Regis Jakarta,terbaik jakarta,0.7342,buat para,-0.899
The St.Regis Jakarta,satu terbaik,0.6808,vendor merasa,-0.884
The St.Regis Jakarta,tinggal sini,0.6506,mereka tidak,-0.8702
The St.Regis Jakarta,st regis,0.6371,membawa mobil,-0.8659
The St.Regis Jakarta,tempat tidur,0.6315,ga boleh,-0.8645
The Westin Jakarta,fasilitas lengkap,1.2691,tidak ramah,-1.3038
The Westin Jakarta,westin jakarta,1.1793,buruk tidak,-0.9359
The Westin Jakarta,kota jakarta,1.0438,pelayanan buruk,-0.8355
The Westin Jakarta,makanan enak,1.0232,satu hal,-0.8178
The Westin Jakarta,pemandangan kota,1.0099,mereka tidak,-0.7813
The Westin Jakarta,staf ramah,1.0073,front desk,-0.7727
The Westin Jakarta,lokasi strategis,0.9048,kurang sopan,-0.7683
The Westin Jakarta,salah satu,0.8679,kurang ramah,-0.7389
The Westin Jakarta,layanan baik,0.8229,tempat parkir,-0.7064
The Westin Jakarta,rasa makanannya,0.7929,terlalu banyak,-0.6875
Westin Batam,pemandangan bagus,0.365,anda harus,-0.6881
Westin Batam,tempat indah,0.2926,memiliki banyak,-0.545
Westin Batam,westin nirup,0.2532,anda tidak,-0.31
Westin Batam,bagus pulau,0.2016,tidak dapat,-0.2626
Westin Batam,perjalanan feri,0.1959,jadi jika anda,-0.2495
Westin Batam,makanan tidak,0.1953,jadi jika,-0.2495
Westin Batam,beberapa bagian,0.1942,jika anda,-0.1816
Westin Batam,nirup island,0.1932,banyak tempat,-0.1313
Westin Batam,mendapatkan banyak,0.1839,memiliki banyak tempat,-0.1313
Westin Batam,seluruh tim,0.1815,tidak memiliki,-0.1091
