User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Sentiment_Score,AI_Primary_Theme,AI_All_Themes
Barra Mahatva,2025,3,menginap pada hari Jumat 26 12 2025 secara umum layanannya oke tapi ada beberapa hal yang perlu diperhatikan 1 basement 3 tidak tercover oleh lift ini sangat merepotkan ketika kita datang tidak ada petugas yang mengarahkan ke lobi untuk reservasi maka kita langsung masuk ke parkir diarahkan ke basement 3 karena b1 dan b2 sudah penuh akhirnya kita harus ngangkat barang2 kita termasuk koper besar menuju basement 2 dengan naik tangga manual untuk petugas parkir perlu ditingkatkan kompetensi nya harus berhenti dulu ditanya mau memeriksa masuk atau tidak langsung mengarahkan ke b3 lebih mengecewakan lagi ketika sampai b2 ternyata masih ada beberapa,KOMPETITOR,Bintang 4,TheAlana,negative,0.9404118061065674,Service Quality,"Service Quality (0.87); Facilities & Amenities (0.75); Location, Accessibility & Parking (0.69)"
Admin PGP 17,2025,5,Pelayanan staf hotel sangat ramah untuk makanan bervariasi dan enak kamar juga nyaman staf atas nama diah,KOMPETITOR,Bintang 4,TheAlana,positive,0.9991477727890015,Staff Conduct & Hospitality,Staff Conduct & Hospitality (0.99); Food & Beverage (0.99); Room Quality & Comfort (0.98)
Bunbun Achel,2025,5,hotel langganan kalau ke solo nyaman dan strategis anak2 suka berenang klo akhir pekan ada menu minuman tradisional anggur jawa rasa nya enak dan unik pelayanan kaka roy iskandar ramah dan baik,KOMPETITOR,Bintang 4,TheAlana,positive,0.9995170831680298,Facilities & Amenities,Facilities & Amenities (0.98); Service Quality (0.98); Guest Experience (0.98)
Arthur Mario Mariwu Maengkom,2025,5,Saya menjalankan acara perdisi di hotel ini selama 3 hari dan pengalaman saya mengenai layanan yang diberikan oleh teman2 bank dengan pemimpin pak hasan bisa dibilang sangat memuaskan cepat respon bisa diandalkan meskipun permintaan dari panitia mendadak menit terakhir saya merekomendasikan hotel ini untuk yang ingin mengadakan acara,KOMPETITOR,Bintang 4,TheAlana,positive,0.9971200227737427,Service Quality,Service Quality (0.99); Service Efficiency & Responsiveness (0.99); Booking & Reservation Experience (0.94)
Made Karina Pratiwi,2025,3,menginap semalam karena hanya persinggahan dari tawangmangu tinggal tgl 6 juli 7 juli dpt kamar 702 kondisi hotel penuh dipesan masalahnya ada di koneksi internet di lobi lancar begitu di kamar tidak bisa terhubung internet akibatnya tv tidak bisa,KOMPETITOR,Bintang 4,TheAlana,negative,0.9940664768218994,Booking & Reservation Experience,Booking & Reservation Experience (0.77); Facilities & Amenities (0.68); Service Quality (0.60)
ireina permata,2025,5,Pelayanan sangat ramah dengan mba dewi dan bersih,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993029832839966,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (1.00); Guest Experience (0.99); Staff Conduct & Hospitality (0.99)"
Ayonk,2025,5,lokasi sangat strategis mau kemana2 mudah cuma yang agak riskan pintu keluarnya soalnya dekat dengan pertigaan utama sebaiknya ada penjaga yang membantu ketika ada mobil keluar dari pintu timur terim kasih,KOMPETITOR,Bintang 4,TheAlana,positive,0.9926707744598389,Facilities & Amenities,"Facilities & Amenities (0.74); Location, Accessibility & Parking (0.74); Safety & Security (0.70)"
Wkwkwk,2025,5,Pelayanan nya memuaskan semua komunikatif terbaik selalu cekin disini dan berkomunikasikan dengan mba sindy juga jadi solusi terbaik,KOMPETITOR,Bintang 4,TheAlana,positive,0.9989400506019592,Service Quality,Service Quality (1.00); Service Efficiency & Responsiveness (0.99); Guest Experience (0.97)
Aulia Della,2025,5,sarapan enak mantap semua makananya minuman anggur jawa jg cocok diminum pagi hari pelayanan sangat mantap makasi ria,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993231296539307,Service Quality,Service Quality (1.00); Food & Beverage (0.98); Guest Experience (0.95)
Chika Oktaviana,2025,5,makanan sangat bervariasi untuk pelayanan sangat ramah terimaksih alana,KOMPETITOR,Bintang 4,TheAlana,positive,0.9991012811660767,Guest Experience,Guest Experience (0.99); Service Quality (0.99); Religious & Halal Features (0.96)
Anton PTSI,2025,5,Lokasinya strategis kamarnya bersih dan luas serta ada fasilitas tempat bermain anak kolam renang anak dan pelayanannya juga bagus untuk menginap di sini lagi,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993788003921509,Facilities & Amenities,"Facilities & Amenities (1.00); Room Quality & Comfort (0.99); Cleanliness, Hygiene & Maintenance (0.99)"
DESNA,2025,5,menginap kedua kali nya di alana solo pertama di tipe superior yang dapat banyak kompliment yang kedua keluarga yang kamar nya cukup luas sekali ada sofa juga dapat kompliment cemilan dan potong kue menyenangkan sekali sarapan gausah di tanya,KOMPETITOR,Bintang 4,TheAlana,positive,0.9987817406654358,Facilities & Amenities,Facilities & Amenities (0.99); Family & Group Friendly (0.98); Guest Experience (0.97)
Alfian Dyalim,2025,5,Hotel yang bagus layanan yang baik tinggal di sini selalu ketika aku pergi ke Solo Surakarta staf sangat ramah hangat penuh dan membantu dari depan kantor rumah dan restoran,KOMPETITOR,Bintang 4,TheAlana,positive,0.999117910861969,Service Quality,Service Quality (0.99); Facilities & Amenities (0.99); Staff Conduct & Hospitality (0.99)
Gogo Boy,2024,4,Hotel ini membuatku terkejut setelah aku check in di kamar lantai 8 yang belum pernah aku temukan di hotel lain,KOMPETITOR,Bintang 4,TheAlana,negative,0.9963411688804626,Guest Experience,Guest Experience (0.87); Check in/out Experience (0.84); Service Quality (0.72)
jule hyu,2025,5,anggur jawa mantap hangat cocok diminum pagi hari pelayanan sangat baik ramah semua makasi kak ria dan kak dewi debest,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992163181304932,Service Quality,Service Quality (1.00); Guest Experience (1.00); Family & Group Friendly (0.98)
Ananditya Damayanti,2024,5,kamarnya bersih dan cepat setiap hari selalu di isi ulang kebutuhan kamar untuk makanan dan minuman sangat bervariasi untuk pelayanan dari mas roy iskandar sangat memuaskan pada saat sarapan terimakasih mas,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993743300437927,Food & Beverage,"Food & Beverage (1.00); Cleanliness, Hygiene & Maintenance (0.99); Guest Experience (0.99)"
Aditya Brian,2024,5,Salah satu hotel yang wajib dicoba kita pesan kamar yang superior kamarnya jg sudah sangat luas untuk ukuran superior ac dingin interior juga oke minum jg disediakan dispenser di luar kamar,KOMPETITOR,Bintang 4,TheAlana,positive,0.9991430044174194,Facilities & Amenities,Facilities & Amenities (0.95); Booking & Reservation Experience (0.94); Room Quality & Comfort (0.88)
Errika Masayu,2024,5,hotel bagus dengan lokasi yang baik dekat dengan tol dan mall kamar bersih dan fasilitas oke untuk makanan cukup bervariasi dan jika ada yang habis staf cukup sigap,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993212223052979,Facilities & Amenities,"Facilities & Amenities (0.99); Service Quality (0.99); Cleanliness, Hygiene & Maintenance (0.99)"
Revina Oktavia,2024,4,untuk kenyamanan nyaman banget tapi maaf untuk kamar mandi nya agak bau di saluran udara untuk mandi tapi bersih dan rapi juga kok makanan nya juga enak2 tpi pelayan bagian bar nya agak tidak sopan waktu sarapan banyak banget yang selfie gitu,KOMPETITOR,Bintang 4,TheAlana,negative,0.5287129282951355,Facilities & Amenities,"Facilities & Amenities (0.99); Cleanliness, Hygiene & Maintenance (0.99); Food & Beverage (0.95)"
Amanda Nurlita,2025,5,restoran sangat homy nymaan tidak rame pelayanan ramah duduk set dikasih cemilan dan anggur jawa rasanya enak kamar dingin bagus,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992573857307434,Food & Beverage,Food & Beverage (0.99); Staff Conduct & Hospitality (0.99); Guest Experience (0.97)
PND,2025,5,hotel yang menyenangkan untuk menginap dengan pelayanan yang top juga kebetulan mendapat anggur jawa dari staf istri dan smoothies ramuan,KOMPETITOR,Bintang 4,TheAlana,positive,0.9975728392601013,Service Quality,Service Quality (1.00); Facilities & Amenities (0.99); Food & Beverage (0.98)
Fuad Hasan,2025,5,Barista kelas dan kue kelas di Alana solo sangat menyenangkan dan sangat membantu kami dalam belajar membawa sebuah yang baru nyanyi bahagia dan asik makasi pak teo mas hanif dan ria sukses selalu,KOMPETITOR,Bintang 4,TheAlana,positive,0.9975064396858215,Food & Beverage,Food & Beverage (1.00); Guest Experience (0.97); Staff Conduct & Hospitality (0.96)
Dito Nazhif,2025,5,pengalaman yang menyenangkan ketika menginap di alana hotel solo yang memiliki tempat yang bagus mewah dan juga nyaman untuk menginap memberikan sensasi yang berbeda antara hotel yang lain kolam renang yang bagus kamar bagus terutama di restoran,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994257688522339,Facilities & Amenities,Facilities & Amenities (1.00); Room Quality & Comfort (0.98); Guest Experience (0.97)
mita pitono,2024,5,hotelnya nyaman kamarnya luas cukup bersih sarapan nya cukup enak beragam tapi menurut saya memang standar makanan hotel ada minuman anggur jawa yang rasanya cukup unik mas riy iskandar sbg petugas makanan masuk biaya cukup ramah,KOMPETITOR,Bintang 4,TheAlana,positive,0.9988229870796204,Service Quality,"Service Quality (0.80); Food & Beverage (0.76); Cleanliness, Hygiene & Maintenance (0.75)"
Muhammad Sidik Purwanto,2025,5,pelayanannya baik kamar nyaman tempatnya strategis dan makanannya enak,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992706179618835,Facilities & Amenities,Facilities & Amenities (1.00); Room Quality & Comfort (1.00); Service Quality (0.99)
shenny anggraeni,2025,4,So far untuk sarapan masih ada menu2 fav yang bisa dinikmati setiap halaman untuk pelayanan dari istri sangat membuat tamu nyaman orgnya ramah dan membantu sekali tandatangan minuman anggur jawa nya bikin penasaran dan setelh di coba enak juga terima kasih alana hotel,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993001222610474,Food & Beverage,Food & Beverage (0.99); Guest Experience (0.99); Service Quality (0.95)
Meyliana Theopilus,2025,4,sarapan nya lmyn beragam ada sushi2 ada makanan khas solo sperti nasi liwet stasiun telur stasiun mie kuah stasiun bubur stasiun pancake waffle stasiun sereal stasiun minuman stasiun roti dan stasiun kue makanan,KOMPETITOR,Bintang 4,TheAlana,positive,0.9990001320838928,Food & Beverage,Food & Beverage (0.98); Facilities & Amenities (0.92); Cultural & Heritage Experience (0.91)
Ammar Noufal Saputra,2025,5,makanan dan minuman okee semua enak anggur jawa jg hangat dibadan enak pelayanan okee semua ramah dibantu dengan baik sama kak ria suasana rame pagi ini untuk umum baik,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992886781692505,Food & Beverage,Food & Beverage (1.00); Family & Group Friendly (0.99); Staff Conduct & Hospitality (0.98)
Donnie Yudha,2025,5,suasana berbuka puasa di hotel alana sangat menyenangkan kan jadi pengen pelayanan lagi sangat memuaskan,KOMPETITOR,Bintang 4,TheAlana,positive,0.998744010925293,Service Quality,Service Quality (0.99); Religious & Halal Features (0.99); Guest Experience (0.99)
wiji astuti,2025,5,mencoba anggur jawa lg rasanya sama sprt yang dulu seger hangat di badan pelayanan sangat ramah terutama dari mba dewi dan semua sangat membantu dengan memberikan pelayanan yang baik saat kami menginginkan sebuah makanan atau minuman terima kasih,KOMPETITOR,Bintang 4,TheAlana,positive,0.9974230527877808,Guest Experience,Guest Experience (0.99); Staff Conduct & Hospitality (0.99); Service Quality (0.98)
Arnie Kristianto,2025,4,makanan kurang variasi dan maknyus pelayan sarapan sangat memuaskan anggur jawawanya enak buangett,KOMPETITOR,Bintang 4,TheAlana,positive,0.9987190961837769,Service Quality,Service Quality (0.99); Staff Conduct & Hospitality (0.96); Food & Beverage (0.94)
Intan Permatasari,2025,4,lokasi strategis dekat dengan banyak tempat makan namun akses menuju ruang bawah tanah parkir untuk mobil agak berusaha untuk manuver terlalu sempit dan tidak begitu mudah haluannya untuk mobil radius putar lebar semoga bisa diperbaiki kedepannya terimakasih,KOMPETITOR,Bintang 4,TheAlana,positive,0.9971402883529663,"Location, Accessibility & Parking","Location, Accessibility & Parking (0.93); Facilities & Amenities (0.87); Food & Beverage (0.62)"
Ramdanni Muhammad,2025,5,fasilitas dan pelayanan sangat memuaskan ditambah menu sarapannya sangat enak pelayan nya ramah sekali salah satu nya yaitu mba dewi terima kasih banyak,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994491934776306,Facilities & Amenities,Facilities & Amenities (1.00); Service Quality (0.98); Food & Beverage (0.98)
Sri “Lestari”,2025,5,kamarnya luas nyaman bersih ruang pertemuan wangi bersih toilet ruang pertemuan selalu kering wangi staf ramah sempat sakit saat pertemuan dibantu disediakan kamar untuk istirahat sejenak oleh salah satu manajernya padahal sudah jam cek keluar pelayanan sangat top sangat berorientasi tamu,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992185831069946,Service Quality,Service Quality (0.97); Guest Experience (0.92); Facilities & Amenities (0.92)
Sadar Mining,2025,5,makanannya enak layananan nya baik ramah trimakasih alana solo sudah memberikan pelayanan terbaik selama tinggal seminggu masuk terima kasih mbak diah,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992952346801758,Service Quality,Service Quality (0.99); Guest Experience (0.98); Service Efficiency & Responsiveness (0.97)
Grenalio Kristian Perdana Siahaan. S. Kom,2025,2,mohon maaf sebelumnya saya kasih segini dulu karena saya kecewa dengan layanan di hotel alana selama saya tinggal 4 hari sehari ke 2 3 kamar saya tidak pernah dibersihkan saya gk tahu pada ke mana rumah menjaganya cuman agak,KOMPETITOR,Bintang 4,TheAlana,negative,0.9990777969360352,Guest Experience,Guest Experience (0.90); Service Quality (0.71); Religious & Halal Features (0.68)
Amalia GK,2023,5,hotelnya bagus kamarnya nyaman brekfastnya enak kolam renangnya ada 3 anak dewasa dan kaya sauna gitu udara hangat,KOMPETITOR,Bintang 4,TheAlana,positive,0.999485969543457,Facilities & Amenities,Facilities & Amenities (0.99); Room Quality & Comfort (0.99); Family & Group Friendly (0.97)
EGII MA,2025,5,kamar bersih ac dingin pelayanan baik petugas semua ramah juara pokoknya,KOMPETITOR,Bintang 4,TheAlana,positive,0.9984873533248901,Service Quality,"Service Quality (1.00); Service Efficiency & Responsiveness (1.00); Cleanliness, Hygiene & Maintenance (1.00)"
edi murtianto,2025,5,Terimakasih atas pelayanan alana solo dan pelayan mas istri makanannya sarapan pilihan yang beragam dan rasanya enak pelayanan dari petugas di semua bagian baik dan ramah,KOMPETITOR,Bintang 4,TheAlana,positive,0.999031662940979,Family & Group Friendly,Family & Group Friendly (0.99); Guest Experience (0.99); Staff Conduct & Hospitality (0.98)
Dea Wahidji,2025,5,bagus makanannya enak pelayanan ramah bgtt bagus recomended trimakasih kak ika,KOMPETITOR,Bintang 4,TheAlana,positive,0.9991682767868042,Guest Experience,Guest Experience (0.97); Service Quality (0.96); Staff Conduct & Hospitality (0.95)
Yanuar Rakhmad,2025,1,layanan buruk belum sarapan sudah kecatet sarapan penerapn aturan sarapan anak pilih2 ada yang banyak bawa anak diatas keenamn tidak bayar saat anak saya lgsg diminta bayar karena fisik anak saya gede saja alana paling buruk yang pernah saya tinggali,KOMPETITOR,Bintang 4,TheAlana,negative,0.9993231296539307,Guest Experience,Guest Experience (0.91); Check in/out Experience (0.67); Facilities & Amenities (0.60)
sititanjung khalijah,2025,5,untuk kamarnya mantap tapi lebih baik tetap disediakan udara minum dalam bentuk botol kaca sedangkan restorannya mantul,KOMPETITOR,Bintang 4,TheAlana,positive,0.997090220451355,Facilities & Amenities,Facilities & Amenities (0.96); Service Quality (0.93); Sustainability & Environmental Quality (0.85)
Ignatius Alvin Krisnugraha,2024,5,kamar bersih dan nyaman lokasi juga strategis bukan di daerah ramai atau macet dan dekat dengan bandara,KOMPETITOR,Bintang 4,TheAlana,positive,0.9969555139541626,Room Quality & Comfort,Room Quality & Comfort (1.00); Facilities & Amenities (0.99); Service Quality (0.99)
Putri Oktavia Inggadatul,2025,5,pengalaman terbaik menginap di sini cek masuk kemaleman tetap dilayani terimakasih kak sindy yang sudah membantu huhu sukses selalu,KOMPETITOR,Bintang 4,TheAlana,positive,0.9986735582351685,Service Quality,Service Quality (0.98); Check in/out Experience (0.98); Guest Experience (0.98)
Tila Rahmasari,2025,5,Alhamdulillah saya telah melangsungkan acara akhirussanah tkiu al khoir boyolali di ballroom arcadia alana solo acara berjalan lancar semua kebutuhan kami difasilitasi dengan baik sarana pra sarana lengkap dan memadahi sesuai ekspektasi kami kami dibantu oleh mas hasan sebagai tim bank,KOMPETITOR,Bintang 4,TheAlana,positive,0.9983994364738464,Facilities & Amenities,Facilities & Amenities (0.93); Service Quality (0.87); Service Efficiency & Responsiveness (0.79)
rezky fitrahadi,2025,5,kamarnya bersih petugasnya baik dibersihkan oleh bapak petugas namanya pak luggy hotelnya dekat dengan tempat makan jajan dan oleh oleh khas solo ternyata orang solo itu ramah dan baik deket sini ada gudeg solo tim lo iga bakar soto bening solo banyuwangi yang banyak condiementnya,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993652701377869,Service Quality,"Service Quality (0.99); Staff Conduct & Hospitality (0.98); Cleanliness, Hygiene & Maintenance (0.98)"
Fatiana Hanum,2025,5,mewah sekali hotelnya paling dianjurkan cek keluar dibantu mba ratna yang ramah terima kasih alana,KOMPETITOR,Bintang 4,TheAlana,positive,0.9987165927886963,Staff Conduct & Hospitality,Staff Conduct & Hospitality (0.95); Service Quality (0.95); Guest Experience (0.93)
Pudy Hermawan,2025,3,kalau di hotel lain saat restoran sedang ramai untuk sarapan tamu hotel biasanya dibantu carikan meja dan kursi untuk duduk tadi staf restoran tidak ada inisiatif sekalipun untuk bantu carikan oh ya kartu akses juga bermasalah bukan cuma saya tapi beberapa tamu hotel lain juga mengalami kendala tersebut,KOMPETITOR,Bintang 4,TheAlana,negative,0.9967085123062134,"Location, Accessibility & Parking","Location, Accessibility & Parking (0.45); Facilities & Amenities (0.44); Staff Conduct & Hospitality (0.31)"
angga iswara,2025,5,Saya menginap di Alana Hotel untuk 28 Januari sd 2 Februari 2024 pengalaman yang menyenangkan,KOMPETITOR,Bintang 4,TheAlana,positive,0.7360104918479919,Guest Experience,Guest Experience (0.90); Service Quality (0.68); Check in/out Experience (0.64)
Ines Ayunita,2025,5,buka puasa di hotel alana solo view kolam renang baguss makanan juga enak banget apalagi yang cruising,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994432330131531,Food & Beverage,Food & Beverage (0.95); Facilities & Amenities (0.94); Religious & Halal Features (0.93)
